Serial Number,Defect Status,Date,Time,Month,Week,Week #,Operator,Operation,Station,Table,Location,Latitude,Gore,Type,Film Type,SubProcess,Condition,Criteria,Disposition,MRB Disposition,Comment
TK-998,Closed,2015-01-02,15:37:00,January 2015,1,1,101501,SEAL BALLONET,SEALING TABLE 4,4,B03_16A,16,3,PB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-067,Closed,2015-01-02,16:06:00,January 2015,1,1,103847,SEAL BALLONET,SEALING TABLE 2,2,B57_36B,-36,57,QB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-068,Closed,2015-01-02,16:14:00,January 2015,1,1,103376,SEAL BALLONET,SEALING TABLE 6,6,B18_06A,6,18,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-068,Closed,2015-01-02,17:56:00,January 2015,1,1,103441,SEAL BALLONET,SEALING TABLE 6,6,B19_40B,-40,19,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-068,Closed,2015-01-02,17:56:00,January 2015,1,1,103441,SEAL BALLONET,SEALING TABLE 6,6,B19_42B,-42,19,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-068,Closed,2015-01-02,17:57:00,January 2015,1,1,103441,SEAL BALLONET,SEALING TABLE 6,6,B23_42B,-42,23,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-068,Closed,2015-01-02,18:56:00,January 2015,1,1,103441,SEAL BALLONET,SEALING TABLE 6,6,B26_27B,-27,26,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-068,Closed,2015-01-02,21:03:00,January 2015,1,1,103441,SEAL BALLONET,SEALING TABLE 6,6,B40_41B,-41,40,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-069,Closed,2015-01-02,21:25:00,January 2015,1,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B01_25B,-25,1,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-069,Closed,2015-01-02,22:00:00,January 2015,1,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B02_07A,7,2,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-069,Closed,2015-01-02,22:30:00,January 2015,1,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B03_04A,4,3,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-069,Closed,2015-01-02,23:19:00,January 2015,1,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B03_42B,-42,3,QB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-997,Closed,2015-01-02,23:24:00,January 2015,1,1,103226,SEAL BALLONET,SEALING TABLE 3,3,28_36A,36,28,PS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-067,Closed,2015-01-02,23:35:00,January 2015,1,1,103216,SEAL SHELL GORES,SEALING TABLE 2,2,09_36A,36,9,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-069,Closed,2015-01-02,23:43:00,January 2015,1,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B04_34A,34,4,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-068,Closed,2015-01-03,00:07:00,January 2015,1,1,103485,SEAL BALLONET,SEALING TABLE 6,6,B60_29B,-29,60,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-997,Closed,2015-01-03,00:17:00,January 2015,1,1,103226,SEAL BALLONET,SEALING TABLE 3,3,36_33A,33,36,PS,PE01,GORE FILM,HOLE,SHELL & BALLONET; IDENTIFIED ANYWHERE DURING SEALING,CUT OFF,,
WK-069,Closed,2015-01-03,00:18:00,January 2015,1,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B06_21A,21,6,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-069,Closed,2015-01-03,00:39:00,January 2015,1,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B06_42B,-42,6,QB,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
WK-069,Closed,2015-01-03,01:19:00,January 2015,1,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B08_33B,-33,8,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-068,Closed,2015-01-03,01:22:00,January 2015,1,1,103441,SEAL BALLONET,SEALING TABLE 6,6,B64_42A,42,64,QB,PE01,GORE SEALS,TUCK,FINAL SEAL; SMALL (<1/4 IN); WITH JAGGED EDGE SEAL AND IS ACCESSIBLE FOR PATCHING,VERTROD & SSA PATCH,,
TK-997,Closed,2015-01-03,01:54:00,January 2015,1,1,103226,SEAL BALLONET,SEALING TABLE 3,3,43_24A,24,43,PS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-069,Closed,2015-01-03,02:16:00,January 2015,1,1,103301,SEAL BALLONET,SEALING TABLE 5,5,B11_17B,-17,11,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-067,Closed,2015-01-03,04:19:00,January 2015,1,1,103797,SEAL SHELL GORES,SEALING TABLE 2,2,53_ALL,0,53,QS,PE01,GORE SEALS,INCOMPLETE SEAL,SEALING PROCESS WAS INTERRUPTED; NOTE THE ISSUE IN COMMENTS SECTION,RESEAL,,Bottom tape did not start.
TK-999,Closed,2015-01-03,07:31:00,January 2015,1,1,103402,SEAL BALLONET,SEALING TABLE 3,3,B02_35A,35,2,PB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-069,Closed,2015-01-03,08:25:00,January 2015,1,1,101599,SEAL BALLONET,SEALING TABLE 5,5,B35_15B,-15,35,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-069,Closed,2015-01-03,08:46:00,January 2015,1,1,101599,SEAL BALLONET,SEALING TABLE 5,5,B35_32A,32,35,QB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-069,Closed,2015-01-03,08:46:00,January 2015,1,1,101599,SEAL BALLONET,SEALING TABLE 5,5,B35_42B,-42,35,QB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-069,Closed,2015-01-03,09:19:00,January 2015,1,1,103930,SEAL BALLONET,SEALING TABLE 5,5,B36_07B,-7,36,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-998,Closed,2015-01-03,10:46:00,January 2015,1,1,103760,SEAL BALLONET,SEALING TABLE 4,4,B32_01B,-1,32,PB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-069,Closed,2015-01-03,11:02:00,January 2015,1,1,103930,SEAL BALLONET,SEALING TABLE 5,5,B44_00A,0,44,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-999,Closed,2015-01-03,11:56:00,January 2015,1,1,103402,SEAL BALLONET,SEALING TABLE 3,3,B34_28B,-28,34,PB,PE01,GORE SEALS,INCOMPLETE SEAL,SEALING PROCESS WAS INTERRUPTED; NOTE THE ISSUE IN COMMENTS SECTION,RESEAL,,let go of one gore while sealing
WK-069,Closed,2015-01-03,12:41:00,January 2015,1,1,103930,SEAL BALLONET,SEALING TABLE 5,5,B50_34A,34,50,QB,PE01,BALLONET FLAGS,MISSING FLAG,BALLONET SEAL; BALLONET FLAG NOT IN SEAL,VERTROD FLAG ON,,
WK-068,Closed,2015-01-03,12:47:00,January 2015,1,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,03_41A,41,3,QS,PE01,GORE SEALS,FAILED REPAIR,REPAIR ATTEMPT FAILED,RESEAL,,
WK-068,Closed,2015-01-03,13:18:00,January 2015,1,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,04_24A,24,4,QS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-998,Closed,2015-01-03,14:11:00,January 2015,1,1,103760,SEAL BALLONET,SEALING TABLE 4,4,B48_31B,-31,48,PB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
WK-068,Closed,2015-01-03,14:30:00,January 2015,1,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,04_23A,23,4,QS,PE01,GORE SEALS,FAILED RESEAL,DEFECT PERSISTS AFTER RESEAL OR SUBSEQUENT SEAL DEFECT REQUIRES A NEW SEAL,CUT OFF,,bubbles caused by the sealer bands.  Had to cut back to seal 2 because of another reseal.
WK-068,Closed,2015-01-03,15:58:00,January 2015,1,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,02_ALL,0,2,QS,PE01,GORE SEALS,FAILED RESEAL,RESEAL ATTEMPT FAILED,CUT OFF,,
WK-070,Closed,2015-01-03,17:08:00,January 2015,1,1,103797,SEAL BALLONET,SEALING TABLE 2,2,B21_41B,-41,21,QB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-070,Closed,2015-01-03,17:09:00,January 2015,1,1,103797,SEAL BALLONET,SEALING TABLE 2,2,B22_12A,12,22,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-068,Closed,2015-01-03,20:06:00,January 2015,1,1,103226,SEAL SHELL GORES,SEALING TABLE 6,6,09_00A,0,9,QS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-070,Closed,2015-01-03,20:13:00,January 2015,1,1,103797,SEAL BALLONET,SEALING TABLE 2,2,B46_39B,-39,46,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,Cut out hair in vertrod zone in base end.
WK-068,Closed,2015-01-03,20:19:00,January 2015,1,1,103226,SEAL SHELL GORES,SEALING TABLE 6,6,10_11B,-11,10,QS,PE01,GORE SEALS,TUCK,NO VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,RESEAL,,
WK-068,Closed,2015-01-03,20:28:00,January 2015,1,1,103226,SEAL SHELL GORES,SEALING TABLE 6,6,10_42A,42,10,QS,PE01,GORE SEALS,FAILED REPAIR,REPAIR ATTEMPT FAILED ON A GORE ALREADY RESEALED FOR AN UNRELATED ISSUE,CUT OFF,,
WK-070,Closed,2015-01-06,06:14:00,January 2015,2,1,103847,SEAL BALLONET,SEALING TABLE 2,2,B61_36A,36,61,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-070,Closed,2015-01-06,06:41:00,January 2015,2,1,103847,SEAL BALLONET,SEALING TABLE 2,2,B62_02A,2,62,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-070,Closed,2015-01-06,06:54:00,January 2015,2,1,103847,SEAL BALLONET,SEALING TABLE 2,2,B62_44B,-44,62,QB,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
WK-068,Closed,2015-01-06,07:13:00,January 2015,2,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,07_39A,39,7,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-068,Closed,2015-01-06,07:14:00,January 2015,2,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,07_42B,-42,7,QS,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
WK-069,Closed,2015-01-06,07:32:00,January 2015,2,1,103930,SEAL SHELL GORES,SEALING TABLE 5,5,13_39A,39,13,QS,PE01,GORE FILM,FILM DAMAGE,IDENTIFIED DURING SEALING PROCESS ON CURRENT OR PREVIOUS GORE,CUT OFF,,
WK-068,Closed,2015-01-06,07:39:00,January 2015,2,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,08_36A,36,8,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-068,Closed,2015-01-06,07:41:00,January 2015,2,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,08_42A,42,8,QS,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
WK-069,Closed,2015-01-06,07:48:00,January 2015,2,1,103760,SEAL SHELL GORES,SEALING TABLE 5,5,12_40B,-40,12,QS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-999,Closed,2015-01-06,07:53:00,January 2015,2,1,103402,SEAL SHELL GORES,SEALING TABLE 3,3,04_16A,16,4,PS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-999,Closed,2015-01-06,07:58:00,January 2015,2,1,103402,SEAL SHELL GORES,SEALING TABLE 3,3,04_16A,16,4,PS,PE01,GORE SEALS,FAILED RESEAL,RESEAL ATTEMPT FAILED,CUT OFF,,red ink in seal
WK-069,Closed,2015-01-06,08:32:00,January 2015,2,1,103760,SEAL SHELL GORES,SEALING TABLE 5,5,15_40A,40,15,QS,PE01,TEFLON SEAL,MISSING,NOT APPLIED TO THE SEAL PRESCRIBED BY PI,APPLY TEFLON TO NEXT SEAL,,
WK-068,Closed,2015-01-06,08:39:00,January 2015,2,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,08_41A,41,8,QS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-999,Closed,2015-01-06,09:33:00,January 2015,2,1,103402,SEAL SHELL GORES,SEALING TABLE 3,3,08_35A,35,8,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-068,Closed,2015-01-06,09:41:00,January 2015,2,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,09_40A,40,9,QS,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
WK-068,Closed,2015-01-06,09:44:00,January 2015,2,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,B10_37B,-37,10,QB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-068,Closed,2015-01-06,09:45:00,January 2015,2,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,09_42A,42,9,QS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
WK-069,Closed,2015-01-06,10:30:00,January 2015,2,1,103760,SEAL SHELL GORES,SEALING TABLE 5,5,29_40A,40,29,QS,PE01,GORE SEALS,VOID CTAPE/BACKING,SHELL OR BALLONET; ANY VOID ANYWHERE,RESEAL,,
TK-999,Closed,2015-01-06,10:44:00,January 2015,2,1,103402,SEAL SHELL GORES,SEALING TABLE 3,3,15_36A,36,15,PS,PE01,TEFLON SEAL,MISSING,NOT APPLIED TO THE SEAL PRESCRIBED BY PI,APPLY TEFLON TO NEXT SEAL,,forgot to add teflon on apex but is on base
WK-068,Closed,2015-01-06,11:02:00,January 2015,2,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,13_40A,40,13,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-068,Closed,2015-01-06,11:36:00,January 2015,2,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,14_23A,23,14,QS,PE01,GORE SEALS,TUCK,LARGE (>1/4 IN),INCISION & RESEAL,,
WK-069,Closed,2015-01-06,11:45:00,January 2015,2,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,40_ALL,0,40,QS,PE01,GORE SEALS,VOID CTAPE/BACKING,SHELL OR BALLONET; ANY VOID ANYWHERE,RESEAL,,
WK-068,Closed,2015-01-06,11:54:00,January 2015,2,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,14_35A,35,14,QS,PE01,GORE SEALS,SEALED EXTRA MATERIAL,NEARBY GORE MATERIAL GETS FOLDED INTO THE GORE SEAL,CUT OFF,,
WK-067,Closed,2015-01-06,13:09:00,January 2015,2,1,103129,FINISHING,SEALING TABLE 2,2,B08_42B,-42,8,QB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-067,Closed,2015-01-06,13:10:00,January 2015,2,1,103129,FINISHING,SEALING TABLE 2,2,B09_42B,-42,9,QB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-067,Closed,2015-01-06,13:10:00,January 2015,2,1,103129,FINISHING,SEALING TABLE 2,2,B43_42A,42,43,QB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-069,Closed,2015-01-06,13:59:00,January 2015,2,1,103930,SEAL SHELL GORES,SEALING TABLE 5,5,51_38A,38,51,QS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-999,Closed,2015-01-06,14:01:00,January 2015,2,1,103402,SEAL SHELL GORES,SEALING TABLE 3,3,38_36A,36,38,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-070,Closed,2015-01-06,14:10:00,January 2015,2,1,103383,SEAL BALLONET,SEALING TABLE 2,2,01_42A,42,1,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-070,Closed,2015-01-06,14:19:00,January 2015,2,1,103383,SEAL BALLONET,SEALING TABLE 2,2,02_42A,42,2,QS,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-999,Closed,2015-01-06,14:20:00,January 2015,2,1,103402,SEAL SHELL GORES,SEALING TABLE 3,3,40_36A,36,40,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-068,Closed,2015-01-06,14:47:00,January 2015,2,1,103376,SEAL SHELL GORES,SEALING TABLE 6,6,13_28B,-28,13,QS,PE01,GORE SEALS,SEAL ON SEAL,RESEAL RUNS OVER ORIGINAL SEAL,CUT OFF,,
WK-069,Closed,2015-01-06,14:49:00,January 2015,2,1,101599,SEAL SHELL GORES,SEALING TABLE 5,5,54_40A,40,54,QS,PE01,GORE SEALS,TUCK,LARGE (>1/4 IN),INCISION & RESEAL,,
WK-070,Closed,2015-01-06,14:57:00,January 2015,2,1,103383,SEAL BALLONET,SEALING TABLE 2,2,03_40A,40,3,QS,PE01,GORE SEALS,TUCK,LARGE (>1/4 IN),INCISION & RESEAL,,
WK-070,Closed,2015-01-06,15:00:00,January 2015,2,1,103383,SEAL BALLONET,SEALING TABLE 2,2,03_42A,42,3,QS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
WK-070,Closed,2015-01-06,15:47:00,January 2015,2,1,103383,SEAL BALLONET,SEALING TABLE 2,2,06_40B,-40,6,QS,PE01,TENDON SLEEVE,DAMAGE,SMALL LOCAL TEAR OR ABRASION 4 IN OR LESS,REDIRECT FILM CUT & APPLY BAND AID PATCH,,
WK-070,Closed,2015-01-06,16:09:00,January 2015,2,1,103383,SEAL BALLONET,SEALING TABLE 2,2,07_43A,43,7,QS,PE01,GORE SEALS,VOID CTAPE/BACKING,SHELL OR BALLONET; ANY VOID ANYWHERE,RESEAL,,
WK-069,Closed,2015-01-06,17:04:00,January 2015,2,1,103301,SEAL SHELL GORES,SEALING TABLE 5,5,62_02A,2,62,QS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-069,Closed,2015-01-06,17:24:00,January 2015,2,1,103301,SEAL SHELL GORES,SEALING TABLE 5,5,62_41A,41,62,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-069,Closed,2015-01-06,17:47:00,January 2015,2,1,103301,SEAL SHELL GORES,SEALING TABLE 5,5,63_41A,41,63,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-069,Closed,2015-01-06,17:47:00,January 2015,2,1,103301,SEAL SHELL GORES,SEALING TABLE 5,5,63_42A,42,63,QS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-068,Closed,2015-01-06,18:16:00,January 2015,2,1,103441,SEAL SHELL GORES,SEALING TABLE 6,6,12_ALL,0,12,QS,PE01,GORE SEALS,FAILED RESEAL,RESEAL ATTEMPT FAILED,CUT OFF,,
TK-998,Closed,2015-01-06,19:24:00,January 2015,2,1,103269,SEAL SHELL GORES,SEALING TABLE 4,4,04_36A,36,4,PS,PE01,GORE SEALS,FAILED REPAIR,REPAIR ATTEMPT FAILED,RESEAL,,"Small tuck, curved vertrod, resealing"
WK-068,Closed,2015-01-06,19:31:00,January 2015,2,1,103441,SEAL SHELL GORES,SEALING TABLE 6,6,11_42A,42,11,QS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
WK-070,Closed,2015-01-06,19:42:00,January 2015,2,1,103797,SEAL BALLONET,SEALING TABLE 2,2,23_32B,-32,23,QS,PE01,GORE SEALS,FAILED REPAIR,REPAIR ATTEMPT FAILED,RESEAL,,
TK-1000,Closed,2015-01-06,19:47:00,January 2015,2,1,103226,SEAL BALLONET,SEALING TABLE 3,3,B03_33A,33,3,PB,PE01,GORE FILM,FILM DAMAGE,IDENTIFIED DURING SEALING PROCESS ON CURRENT OR PREVIOUS GORE,CUT OFF,,
TK-998,Closed,2015-01-06,20:04:00,January 2015,2,1,103269,SEAL SHELL GORES,SEALING TABLE 4,4,05_36B,-36,5,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
